yyyy,mm,tmax,tmin,af,rain,sun,southampton_mayflower_park
1942,6,21.1,9.4,0,11.2,261.1,southampton_mayflower_park
1942,7,20.7,11.9,0,45.0,173.0,southampton_mayflower_park
1942,8,21.3,12.9,0,89.2,165.1,southampton_mayflower_park
1942,9,19.0,10.7,0,56.6,135.8,southampton_mayflower_park
1942,10,15.7,8.0,0,102.6,86.9,southampton_mayflower_park
1942,11,9.5,2.7,5,40.1,84.3,southampton_mayflower_park
1942,12,10.2,5.1,1,97.5,57.3,southampton_mayflower_park
1943,1,9.1,3.6,5,149.9,54.9,southampton_mayflower_park
1943,2,10.2,2.7,5,31.1,93.1,southampton_mayflower_park
1943,3,12.5,3.2,3,15.7,153.8,southampton_mayflower_park
1943,4,16.4,6.9,0,21.3,181.0,southampton_mayflower_park
1943,5,18.1,8.1,0,88.9,247.9,southampton_mayflower_park
1943,6,19.9,10.8,0,32.8,230.8,southampton_mayflower_park
1943,7,22.1,12.6,0,53.6,207.5,southampton_mayflower_park
1943,8,21.3,12.8,0,35.1,224.4,southampton_mayflower_park
1943,9,19.1,9.3,0,48.8,158.7,southampton_mayflower_park
1943,10,16.4,7.9,0,94.0,132.2,southampton_mayflower_park
1943,11,10.5,3.3,6,38.3,80.8,southampton_mayflower_park
1943,12,7.3,2.0,4,51.3,47.0,southampton_mayflower_park
1944,1,10.3,4.4,3,63.5,51.0,southampton_mayflower_park
1944,2,7.0,1.5,9,10.9,77.4,southampton_mayflower_park
1944,3,10.5,0.7,11,5.3,145.2,southampton_mayflower_park
1944,4,15.9,6.2,0,38.2,178.3,southampton_mayflower_park
1944,5,18.6,6.5,0,14.7,263.0,southampton_mayflower_park
1944,6,19.5,10.3,0,53.1,198.9,southampton_mayflower_park
1944,7,20.9,13.4,0,68.8,119.2,southampton_mayflower_park
1944,8,---,13.8,0,55.2,236.2,southampton_mayflower_park
1944,9,---,8.9,0,44.2,163.4,southampton_mayflower_park
1944,10,---,6.4,0,104.5,126.8,southampton_mayflower_park
1944,11,10.5,3.9,2,139.0,53.7,southampton_mayflower_park
1944,12,7.7,1.6,8,69.6,71.0,southampton_mayflower_park
1945,1,4.3,-1.6,18,47.0,65.1,southampton_mayflower_park
1945,2,11.3,4.7,1,54.0,60.6,southampton_mayflower_park
1945,3,12.9,3.8,4,20.6,150.4,southampton_mayflower_park
1945,4,16.1,6.2,1,27.7,218.4,southampton_mayflower_park
1945,5,18.1,8.5,1,69.9,---,southampton_mayflower_park
1945,6,19.5,10.8,0,99.3,197.2,southampton_mayflower_park
1945,7,21.8,12.8,0,56.1,214.4,southampton_mayflower_park
1945,8,21.9,12.7,0,47.2,---,southampton_mayflower_park
1945,9,19.1,12.0,0,49.3,87.9,southampton_mayflower_park
1945,10,17.4,8.9,0,83.3,131.5,southampton_mayflower_park
1945,11,11.5,5.5,1,8.1,63.5,southampton_mayflower_park
1945,12,9.5,3.5,5,105.4,50.3,southampton_mayflower_park
1946,1,7.0,1.0,15,69.3,63.2,southampton_mayflower_park
1946,2,10.2,3.8,4,76.7,---,southampton_mayflower_park
1946,3,9.6,2.1,7,23.4,94.0,southampton_mayflower_park
1946,4,16.0,5.4,1,69.1,191.2,southampton_mayflower_park
1946,5,16.7,7.5,0,108.2,197.3,southampton_mayflower_park
1946,6,17.7,9.7,0,96.5,147.6,southampton_mayflower_park
1946,7,22.1,12.3,0,24.6,213.9,southampton_mayflower_park
1946,8,19.9,11.6,0,110.0,156.9,southampton_mayflower_park
1946,9,18.5,10.8,0,93.5,115.6,southampton_mayflower_park
1946,10,14.6,8.0,1,35.8,96.4,southampton_mayflower_park
1946,11,12.0,6.1,0,139.4,56.9,southampton_mayflower_park
1946,12,7.1,0.2,13,84.3,78.1,southampton_mayflower_park
1947,1,6.3,-0.3,17,75.4,65.7,southampton_mayflower_park
1947,2,1.7,-2.4,22,45.0,31.1,southampton_mayflower_park
1947,3,8.9,2.3,9,170.4,71.7,southampton_mayflower_park
1947,4,13.8,5.4,0,54.8,149.4,southampton_mayflower_park
1947,5,18.7,9.1,0,27.9,158.6,southampton_mayflower_park
1947,6,21.3,11.8,0,34.3,210.3,southampton_mayflower_park
1947,7,23.1,13.7,0,22.9,197.9,southampton_mayflower_park
1947,8,26.8,14.7,0,24.6,242.4,southampton_mayflower_park
1947,9,21.4,11.1,0,28.2,147.2,southampton_mayflower_park
1947,10,16.5,6.9,1,29.7,130.7,southampton_mayflower_park
1947,11,11.6,4.8,6,34.0,71.8,southampton_mayflower_park
1947,12,8.6,3.2,7,70.9,48.4,southampton_mayflower_park
1948,1,9.8,3.5,4,142.0,43.7,southampton_mayflower_park
1948,2,8.8,2.1,10,30.0,84.7,southampton_mayflower_park
1948,3,13.9,3.8,1,23.1,176.8,southampton_mayflower_park
1948,4,15.6,5.2,0,44.7,208.3,southampton_mayflower_park
1948,5,19.1,7.5,0,96.3,238.6,southampton_mayflower_park
1948,6,19.4,10.7,0,59.2,165.3,southampton_mayflower_park
1948,7,21.5,12.4,0,21.1,192.8,southampton_mayflower_park
1948,8,20.2,11.9,0,92.2,150.0,southampton_mayflower_park
1948,9,19.5,10.5,0,86.1,143.9,southampton_mayflower_park
1948,10,15.5,6.6,2,46.7,112.6,southampton_mayflower_park
1948,11,12.2,5.0,2,43.2,81.6,southampton_mayflower_park
1948,12,9.5,3.8,6,122.2,70.2,southampton_mayflower_park
1949,1,9.7,3.0,9,20.1,75.0,southampton_mayflower_park
1949,2,10.8,2.3,6,36.3,123.8,southampton_mayflower_park
1949,3,10.3,1.9,9,37.1,127.4,southampton_mayflower_park
1949,4,15.9,6.5,0,46.2,225.3,southampton_mayflower_park
1949,5,17.3,7.0,0,63.5,245.1,southampton_mayflower_park
1949,6,21.5,10.9,0,11.9,279.4,southampton_mayflower_park
1949,7,24.7,13.1,0,8.1,301.7,southampton_mayflower_park
1949,8,24.0,13.0,0,24.4,236.4,southampton_mayflower_park
1949,9,22.6,13.3,0,85.6,159.1,southampton_mayflower_park
1949,10,17.8,9.4,0,217.2,134.5,southampton_mayflower_park
1949,11,11.6,4.4,2,95.8,79.7,southampton_mayflower_park
1949,12,10.0,3.7,3,35.6,68.2,southampton_mayflower_park
1950,1,7.7,2.8,7,20.1,41.3,southampton_mayflower_park
1950,2,10.3,4.0,4,127.0,79.4,southampton_mayflower_park
1950,3,13.0,4.5,2,39.4,153.4,southampton_mayflower_park
1950,4,13.6,4.7,0,62.0,210.1,southampton_mayflower_park
1950,5,17.9,7.8,0,32.2,214.8,southampton_mayflower_park
1950,6,22.2,12.1,0,43.4,262.0,southampton_mayflower_park
1950,7,21.2,13.1,0,110.7,205.6,southampton_mayflower_park
1950,8,21.0,12.8,0,102.9,208.1,southampton_mayflower_park
1950,9,18.0,10.6,0,87.4,122.1,southampton_mayflower_park
1950,10,14.7,7.5,2,13.5,104.7,southampton_mayflower_park
1950,11,10.8,4.0,1,151.6,70.8,southampton_mayflower_park
1950,12,4.9,-0.7,17,40.4,58.8,southampton_mayflower_park
1951,1,8.0,2.6,7,102.4,51.3,southampton_mayflower_park
1951,2,8.0,1.9,3,153.7,76.5,southampton_mayflower_park
1951,3,9.0,2.3,4,109.1,94.5,southampton_mayflower_park
1951,4,12.6,3.4,---,87.2,207.5,southampton_mayflower_park
1951,5,15.4,7.1,0,69.7,191.2,southampton_mayflower_park
1951,6,20.1,10.1,0,29.3,278.6,southampton_mayflower_park
1951,7,22.4,12.9,0,53.8,233.4,southampton_mayflower_park
1951,8,20.1,12.0,0,125.9,192.8,southampton_mayflower_park
1951,9,19.2,11.3,0,86.1,94.2,southampton_mayflower_park
1951,10,15.4,6.3,3,28.3,144.4,southampton_mayflower_park
1951,11,12.4,6.6,1,234.7,69.3,southampton_mayflower_park
1951,12,9.9,4.5,2,70.2,53.6,southampton_mayflower_park
1952,1,7.4,0.9,11,59.8,93.2,southampton_mayflower_park
1952,2,7.6,0.8,8,17.2,81.5,southampton_mayflower_park
1952,3,10.7,4.5,3,65.5,88.1,southampton_mayflower_park
1952,4,15.1,5.9,3,51.0,158.8,southampton_mayflower_park
1952,5,18.8,9.4,0,77.1,220.6,southampton_mayflower_park
1952,6,20.7,10.8,0,30.5,234.8,southampton_mayflower_park
1952,7,23.4,13.0,0,7.9,208.1,southampton_mayflower_park
1952,8,21.8,13.2,0,103.2,202.3,southampton_mayflower_park
1952,9,17.0,7.8,0,99.8,158.8,southampton_mayflower_park
1952,10,14.2,7.0,0,127.7,98.7,southampton_mayflower_park
1952,11,8.0,2.1,7,94.3,61.3,southampton_mayflower_park
1952,12,7.0,1.3,12,61.0,63.5,southampton_mayflower_park
1953,1,6.5,1.2,11,23.6,43.3,southampton_mayflower_park
1953,2,7.8,1.5,7,36.2,69.8,southampton_mayflower_park
1953,3,12.3,1.1,12,13.8,152.1,southampton_mayflower_park
1953,4,13.7,4.6,0,45.9,189.0,southampton_mayflower_park
1953,5,18.4,8.9,0,67.5,226.2,southampton_mayflower_park
1953,6,20.3,11.0,0,68.8,190.4,southampton_mayflower_park
1953,7,20.6,12.3,0,111.3,195.4,southampton_mayflower_park
1953,8,22.3,13.1,0,47.4,243.4,southampton_mayflower_park
1953,9,19.7,10.6,0,87.8,171.8,southampton_mayflower_park
1953,10,15.7,7.0,0,143.8,107.1,southampton_mayflower_park
1953,11,12.3,6.3,0,34.0,47.8,southampton_mayflower_park
1953,12,10.7,5.7,1,20.3,28.7,southampton_mayflower_park
1954,1,6.4,0.8,13,36.9,72.2,southampton_mayflower_park
1954,2,6.7,1.1,8,81.0,62.2,southampton_mayflower_park
1954,3,11.0,3.6,4,83.6,122.0,southampton_mayflower_park
1954,4,13.9,3.2,1,6.1,223.7,southampton_mayflower_park
1954,5,16.9,7.0,0,53.1,168.1,southampton_mayflower_park
1954,6,18.4,10.1,0,90.0,151.2,southampton_mayflower_park
1954,7,19.3,11.2,0,66.2,159.8,southampton_mayflower_park
1954,8,20.0,11.5,0,96.1,148.9,southampton_mayflower_park
1954,9,18.3,9.8,0,77.8,170.9,southampton_mayflower_park
1954,10,16.4,9.5,1,81.4,88.0,southampton_mayflower_park
1954,11,12.1,4.5,2,139.3,58.1,southampton_mayflower_park
1954,12,10.3,4.6,2,74.4,45.0,southampton_mayflower_park
1955,1,6.5,1.1,11,91.0,29.2,southampton_mayflower_park
1955,2,6.2,-0.3,18,52.2,89.7,southampton_mayflower_park
1955,3,8.2,-0.1,19,29.9,175.3,southampton_mayflower_park
1955,4,14.9,5.0,0,9.4,178.9,southampton_mayflower_park
1955,5,15.5,6.1,0,108.1,222.6,southampton_mayflower_park
1955,6,19.8,10.9,0,69.3,179.2,southampton_mayflower_park
1955,7,24.6,13.2,0,33.8,284.5,southampton_mayflower_park
1955,8,24.7,13.8,0,24.4,220.6,southampton_mayflower_park
1955,9,20.1,10.1,0,42.8,171.6,southampton_mayflower_park
1955,10,15.1,5.8,4,118.6,125.8,southampton_mayflower_park
1955,11,11.6,4.8,4,70.5,74.3,southampton_mayflower_park
1955,12,10.7,4.3,2,107.0,30.2,southampton_mayflower_park
1956,1,8.6,1.3,13,122.7,60.5,southampton_mayflower_park
1956,2,3.9,-3.3,22,2.6,96.7,southampton_mayflower_park
1956,3,11.8,3.2,6,17.4,159.3,southampton_mayflower_park
1956,4,13.2,3.2,1,51.6,171.0,southampton_mayflower_park
1956,5,19.6,7.2,0,7.3,267.6,southampton_mayflower_park
1956,6,19.4,10.2,0,52.0,165.9,southampton_mayflower_park
1956,7,21.4,12.8,0,57.5,187.5,southampton_mayflower_park
1956,8,19.8,10.7,0,88.9,187.6,southampton_mayflower_park
1956,9,19.6,11.9,0,111.3,121.4,southampton_mayflower_park
1956,10,15.5,6.6,---,44.2,123.5,southampton_mayflower_park
1956,11,10.3,3.0,7,21.0,88.8,southampton_mayflower_park
1956,12,9.4,4.3,4,140.5,22.9,southampton_mayflower_park
1957,1,9.1,3.5,3,74.6,56.6,southampton_mayflower_park
1957,2,10.3,3.6,5,104.0,64.6,southampton_mayflower_park
1957,3,13.7,6.2,1,52.5,96.7,southampton_mayflower_park
1957,4,15.3,5.6,0,2.3,183.0,southampton_mayflower_park
1957,5,16.9,7.0,0,39.8,226.2,southampton_mayflower_park
1957,6,23.4,11.1,0,42.9,302.4,southampton_mayflower_park
1957,7,22.2,13.8,0,109.2,176.3,southampton_mayflower_park
1957,8,21.4,12.7,0,88.5,175.4,southampton_mayflower_park
1957,9,18.2,10.1,0,67.3,123.7,southampton_mayflower_park
1957,10,16.5,8.6,0,61.0,99.5,southampton_mayflower_park
1957,11,10.1,4.5,1,67.0,70.5,southampton_mayflower_park
1957,12,9.0,2.5,9,53.3,62.2,southampton_mayflower_park
1958,1,7.9,1.7,8,117.9,54.1,southampton_mayflower_park
1958,2,10.3,3.3,7,72.2,44.6,southampton_mayflower_park
1958,3,8.8,1.8,11,38.7,107.6,southampton_mayflower_park
1958,4,13.0,3.9,4,15.0,169.3,southampton_mayflower_park
1958,5,16.9,8.2,0,54.8,208.8,southampton_mayflower_park
1958,6,19.4,10.8,0,87.4,153.6,southampton_mayflower_park
1958,7,21.4,12.8,0,45.3,197.6,southampton_mayflower_park
1958,8,20.6,13.3,0,111.0,136.1,southampton_mayflower_park
1958,9,20.1,12.1,0,123.7,140.3,southampton_mayflower_park
1958,10,15.8,8.9,0,81.3,98.0,southampton_mayflower_park
1958,11,10.4,4.7,---,61.5,58.4,southampton_mayflower_park
1958,12,9.3,3.3,4,115.7,33.6,southampton_mayflower_park
1959,1,7.1,-0.2,17,85.9,98.0,southampton_mayflower_park
1959,2,8.1,1.6,9,4.4,62.3,southampton_mayflower_park
1959,3,12.5,4.8,0,84.9,121.3,southampton_mayflower_park
1959,4,15.1,6.4,0,69.1,166.4,southampton_mayflower_park
1959,5,19.6,8.5,0,17.2,248.1,southampton_mayflower_park
1959,6,21.8,11.1,0,24.7,232.4,southampton_mayflower_park
1959,7,24.2,13.1,0,42.0,296.9,southampton_mayflower_park
1959,8,24.2,13.3,0,39.6,245.3,southampton_mayflower_park
1959,9,23.5,10.0,0,2.0,246.5,southampton_mayflower_park
1959,10,18.3,8.9,0,78.5,161.5,southampton_mayflower_park
1959,11,12.0,3.9,5,97.0,62.5,southampton_mayflower_park
1959,12,10.6,4.0,2,164.2,40.6,southampton_mayflower_park
1960,1,7.3,2.2,11,102.5,38.1,southampton_mayflower_park
1960,2,8.9,1.8,8,75.6,84.9,southampton_mayflower_park
1960,3,10.8,4.3,1,53.9,82.0,southampton_mayflower_park
1960,4,14.8,5.8,0,31.6,173.8,southampton_mayflower_park
1960,5,18.8,9.1,0,36.7,191.7,southampton_mayflower_park
1960,6,22.0,11.9,0,62.0,252.5,southampton_mayflower_park
1960,7,19.8,12.1,0,113.3,166.6,southampton_mayflower_park
1960,8,20.5,12.0,0,152.4,166.2,southampton_mayflower_park
1960,9,18.4,10.4,0,123.3,133.4,southampton_mayflower_park
1960,10,15.2,8.6,---,180.2,89.0,southampton_mayflower_park
1960,11,12.5,5.4,2,135.4,85.3,southampton_mayflower_park
1960,12,7.9,2.3,4,99.8,61.6,southampton_mayflower_park
1961,1,8.1,2.1,6,126.4,52.6,southampton_mayflower_park
1961,2,11.0,5.7,0,61.4,64.4,southampton_mayflower_park
1961,3,14.6,3.8,2,3.1,173.0,southampton_mayflower_park
1961,4,13.7,7.9,0,105.1,97.4,southampton_mayflower_park
1961,5,17.3,7.4,0,33.5,229.8,southampton_mayflower_park
1961,6,21.0,10.0,0,18.6,243.2,southampton_mayflower_park
1961,7,21.9,12.2,0,29.7,208.0,southampton_mayflower_park
1961,8,21.6,12.8,0,23.5,172.5,southampton_mayflower_park
1961,9,21.1,12.5,0,92.8,128.0,southampton_mayflower_park
1961,10,16.6,8.6,0,97.7,136.7,southampton_mayflower_park
1961,11,10.4,4.4,3,62.1,61.3,southampton_mayflower_park
1961,12,7.5,1.3,15,86.1,70.9,southampton_mayflower_park
1962,1,8.6,2.6,6,131.6,45.9,southampton_mayflower_park
1962,2,8.8,2.1,5,13.7,83.7,southampton_mayflower_park
1962,3,8.1,0.2,15,33.2,123.3,southampton_mayflower_park
1962,4,13.5,4.8,0,38.2,148.9,southampton_mayflower_park
1962,5,14.8,7.3,0,62.8,170.3,southampton_mayflower_park
1962,6,20.2,9.7,0,9.0,268.1,southampton_mayflower_park
1962,7,20.7,12.3,0,40.7,147.0,southampton_mayflower_park
1962,8,20.6,11.8,0,82.2,170.5,southampton_mayflower_park
1962,9,18.4,9.9,0,106.7,152.2,southampton_mayflower_park
1962,10,16.5,7.6,---,38.1,138.7,southampton_mayflower_park
1962,11,9.8,3.7,6,77.3,37.6,southampton_mayflower_park
1962,12,6.6,-0.1,16,70.7,88.1,southampton_mayflower_park
1963,1,1.2,-4.6,29,14.8,84.3,southampton_mayflower_park
1963,2,3.3,-2.1,21,34.0,80.8,southampton_mayflower_park
1963,3,10.6,3.4,4,114.4,112.5,southampton_mayflower_park
1963,4,13.9,6.0,---,96.1,125.1,southampton_mayflower_park
1963,5,16.5,7.0,0,42.3,204.7,southampton_mayflower_park
1963,6,20.4,11.6,0,62.6,177.8,southampton_mayflower_park
1963,7,20.8,11.9,0,31.0,202.7,southampton_mayflower_park
1963,8,19.9,11.9,0,87.3,155.7,southampton_mayflower_park
1963,9,18.9,10.5,0,66.6,133.1,southampton_mayflower_park
1963,10,15.4,8.9,0,43.9,64.8,southampton_mayflower_park
1963,11,13.1,7.0,0,151.5,70.3,southampton_mayflower_park
1963,12,6.1,0.5,14,35.8,56.4,southampton_mayflower_park
1964,1,6.8,1.6,8,10.9,28.9,southampton_mayflower_park
1964,2,8.6,2.9,5,28.4,48.8,southampton_mayflower_park
1964,3,8.5,3.0,3,111.8,66.7,southampton_mayflower_park
1964,4,13.6,5.7,---,64.8,129.2,southampton_mayflower_park
1964,5,19.0,9.8,0,66.8,194.1,southampton_mayflower_park
1964,6,19.7,11.1,0,61.1,164.9,southampton_mayflower_park
1964,7,22.8,13.0,0,19.4,207.8,southampton_mayflower_park
1964,8,22.1,12.5,0,22.3,195.8,southampton_mayflower_park
1964,9,21.1,11.0,0,18.6,209.6,southampton_mayflower_park
1964,10,14.6,5.6,---,57.2,129.8,southampton_mayflower_park
1964,11,12.2,5.9,2,62.8,51.5,southampton_mayflower_park
1964,12,8.2,1.6,10,87.2,61.3,southampton_mayflower_park
1965,1,7.6,1.6,10,95.3,82.5,southampton_mayflower_park
1965,2,6.8,1.0,9,3.7,46.5,southampton_mayflower_park
1965,3,10.8,2.7,9,92.1,138.8,southampton_mayflower_park
1965,4,14.1,4.8,0,29.1,152.5,southampton_mayflower_park
1965,5,16.6,8.3,0,47.9,189.2,southampton_mayflower_park
1965,6,19.7,10.6,0,53.9,180.4,southampton_mayflower_park
1965,7,19.5,11.7,0,80.9,142.1,southampton_mayflower_park
1965,8,20.9,11.9,0,63.5,173.9,southampton_mayflower_park
1965,9,17.9,9.4,0,106.7,124.4,southampton_mayflower_park
1965,10,17.0,8.1,0,14.5,137.4,southampton_mayflower_park
1965,11,9.9,3.1,7,106.5,86.3,southampton_mayflower_park
1965,12,9.7,2.8,5,131.6,67.6,southampton_mayflower_park
1966,1,6.5,1.9,11,52.7,42.0,southampton_mayflower_park
1966,2,10.1,5.1,1,142.0,33.7,southampton_mayflower_park
1966,3,11.9,3.3,2,26.1,131.7,southampton_mayflower_park
1966,4,13.1,5.9,2,97.0,90.5,southampton_mayflower_park
1966,5,17.4,7.6,0,60.4,239.2,southampton_mayflower_park
1966,6,21.4,12.1,0,69.2,226.5,southampton_mayflower_park
1966,7,21.0,12.1,0,56.0,173.9,southampton_mayflower_park
1966,8,20.8,11.7,0,75.4,178.7,southampton_mayflower_park
1966,9,20.2,10.7,0,49.7,168.9,southampton_mayflower_park
1966,10,15.8,8.6,0,150.1,85.2,southampton_mayflower_park
1966,11,10.0,3.4,3,49.7,60.8,southampton_mayflower_park
1966,12,10.4,3.4,4,67.1,41.9,southampton_mayflower_park
1967,1,8.3,2.5,11,102.5,67.2,southampton_mayflower_park
1967,2,10.2,3.2,6,90.7,91.1,southampton_mayflower_park
1967,3,12.5,4.3,1,58.1,168.8,southampton_mayflower_park
1967,4,13.7,5.2,1,46.3,153.0,southampton_mayflower_park
1967,5,16.1,8.0,1,108.8,197.9,southampton_mayflower_park
1967,6,20.7,10.7,0,36.2,225.6,southampton_mayflower_park
1967,7,22.9,13.3,0,26.5,248.6,southampton_mayflower_park
1967,8,21.4,12.7,0,65.0,189.0,southampton_mayflower_park
1967,9,18.9,11.5,0,105.7,120.9,southampton_mayflower_park
1967,10,15.7,9.3,0,179.6,93.0,southampton_mayflower_park
1967,11,10.6,3.0,4,54.0,93.6,southampton_mayflower_park
1967,12,8.2,2.1,11,75.4,52.9,southampton_mayflower_park
1968,1,8.0,2.2,8,67.8,43.0,southampton_mayflower_park
1968,2,6.6,0.1,17,55.2,82.5,southampton_mayflower_park
1968,3,11.6,3.8,3,24.0,156.6,southampton_mayflower_park
1968,4,13.8,4.8,8,63.2,193.5,southampton_mayflower_park
1968,5,16.4,7.3,0,66.9,195.1,southampton_mayflower_park
1968,6,20.6,11.8,0,108.3,192.4,southampton_mayflower_park
1968,7,21.2,12.5,0,58.5,180.6,southampton_mayflower_park
1968,8,20.7,12.9,0,42.0,135.8,southampton_mayflower_park
1968,9,19.0,11.7,0,175.9,141.5,southampton_mayflower_park
1968,10,16.9,11.1,0,107.3,61.9,southampton_mayflower_park
1968,11,10.4,5.3,2,45.1,56.8,southampton_mayflower_park
1968,12,6.8,1.9,10,85.4,40.9,southampton_mayflower_park
1969,1,9.6,4.3,3,130.3,46.2,southampton_mayflower_park
1969,2,6.1,-0.1,14,44.9,86.6,southampton_mayflower_park
1969,3,9.2,2.1,7,75.9,78.3,southampton_mayflower_park
1969,4,14.2,4.3,0,22.0,212.3,southampton_mayflower_park
1969,5,16.9,8.5,0,82.9,178.7,southampton_mayflower_park
1969,6,21.0,10.5,0,29.3,288.6,southampton_mayflower_park
1969,7,23.5,13.4,0,49.4,265.1,southampton_mayflower_park
1969,8,22.2,13.4,0,67.9,172.8,southampton_mayflower_park
1969,9,19.8,11.9,0,35.5,104.3,southampton_mayflower_park
1969,10,18.4,10.2,0,2.8,129.0,southampton_mayflower_park
1969,11,10.8,3.8,5,130.1,91.5,southampton_mayflower_park
1969,12,7.8,2.1,6,94.6,35.2,southampton_mayflower_park
1970,1,7.9,3.1,7,115.4,37.5,southampton_mayflower_park
1970,2,7.8,1.8,9,63.3,110.8,southampton_mayflower_park
1970,3,8.5,1.5,12,49.5,110.1,southampton_mayflower_park
1970,4,11.2,4.2,4,42.1,139.9,southampton_mayflower_park
1970,5,18.3,9.1,0,30.5,236.4,southampton_mayflower_park
1970,6,22.4,12.8,0,36.2,265.9,southampton_mayflower_park
1970,7,20.3,12.3,0,56.0,202.0,southampton_mayflower_park
1970,8,21.3,13.1,0,61.3,195.8,southampton_mayflower_park
1970,9,19.5,11.8,0,68.7,163.3,southampton_mayflower_park
1970,10,15.6,8.4,0,13.2,109.3,southampton_mayflower_park
1970,11,12.5,6.7,1,221.4,63.7,southampton_mayflower_park
1970,12,7.5,2.3,9,26.6,64.2,southampton_mayflower_park
1971,1,8.1,3.4,5,110.6,47.5,southampton_mayflower_park
1971,2,8.7,2.1,6,26.8,75.2,southampton_mayflower_park
1971,3,9.2,2.5,6,72.3,120.2,southampton_mayflower_park
