yyyy,mm,tmax,tmin,af,rain,sun,whitby
1993,12,7.3,2.8,3,64.6,52.8$,whitby
1994,1,7.1,2.3,4,83.5,75.4$,whitby
1994,2,5.0,0.6,11,52.6,70.5$,whitby
1994,3,10.3,4.7,0,34.0,146.2$,whitby
1994,4,11.1,5.3,0,29.9,175.1$,whitby
1994,5,11.5,6.3,0,21.6,162.4$,whitby
1994,6,17.6,10.3,0,17.5,223.2$,whitby
1994,7,20.2,13.4,0,40.2,209.8$,whitby
1994,8,18.4,12.3,0,38.3,157.3$,whitby
1994,9,14.8,8.4,0,62.2,108.0$,whitby
1994,10,12.4,6.6,0,37.0,94.5$,whitby
1994,11,11.9,6.7,0,49.8,81.5$,whitby
1994,12,8.7,3.3,3,88.7,57.5$,whitby
1995,1,6.8,0.6,15,68.1,47.0$,whitby
1995,2,8.9,3.3,1,50.8,104.2$,whitby
1995,3,8.4,2.6,5,25.3,173.9$,whitby
1995,4,10.9,5.7,0,---,185.0$,whitby
1995,5,14.3,8.0,0,27.0,214.6$,whitby
1995,6,14.4,9.0,0,25.6,---,$,whitby
1995,7,20.5,13.2,0,25.5,---,$,whitby
1995,8,19.7,12.9,0,3.4,---,$,whitby
1995,9,15.3,10.9,0,95.4,---,$,whitby
1995,10,16.2,9.4,0,15.4,---,$,whitby
1995,11,10.3,5.7,0,50.3,57.1$,whitby
1995,12,5.4,0.1,12,74.1,28.1$,whitby
1996,1,5.6,1.8,4,42.0,8.7$,whitby
1996,2,5.4,0.6,12,47.9,77.5$,whitby
1996,3,4.7,2.0,2,19.6,36.2$,whitby
1996,4,11.2,3.5,5,25.8,146.4$,whitby
1996,5,11.7,6.1,0,34.9,205.8$,whitby
1996,6,17.4,9.2,0,24.3,218.5$,whitby
1996,7,18.9,11.7,0,12.3,210.8$,whitby
1996,8,18.9,12.6,0,38.9,198.3$,whitby
1996,9,15.6,10.9,0,14.5,91.2$,whitby
1996,10,14.7,8.2,0,19.3,127.7$,whitby
1996,11,8.7,2.6,8,63.9,80.5$,whitby
1996,12,6.2,-0.7,17,66.0,47.4$,whitby
1997,1,6.2,0.2,15,11.1,38.6$,whitby
1997,2,9.5,3.5,2,57.4,107.0$,whitby
1997,3,11.3,4.5,1,12.4,148.4$,whitby
1997,4,11.5,5.3,1,4.8,139.7$,whitby
1997,5,13.6,6.6,0,39.0,214.9$,whitby
1997,6,15.6,10.1,0,124.9,131.9$,whitby
1997,7,18.4,12.3,0,60.8,211.1$,whitby
1997,8,20.3,13.4,0,43.5,199.1$,whitby
1997,9,17.1,9.4,0,10.8,181.5$,whitby
1997,10,13.0,6.8,1,25.2,119.1$,whitby
1997,11,10.7,6.1,0,52.7,60.7$,whitby
1997,12,8.6,4.4,3,81.0,32.0$,whitby
1998,1,7.7,3.1,0,61.7,44.2$,whitby
1998,2,11.5,5.3,0,2.9,98.6$,whitby
1998,3,10.2,3.1,4,47.8,103.6$,whitby
1998,4,10.0,3.6,5,105.2,116.5$,whitby
1998,5,13.8,7.4,0,45.8,173.3$,whitby
1998,6,17.0,10.6,0,65.5,140.5$,whitby
1998,7,18.2,12.3,0,34.2,160.9$,whitby
1998,8,18.2,11.8,0,30.3,186.2$,whitby
1998,9,---,10.3,0,41.5,91.8$,whitby
1998,10,13.1,7.5,0,57.6,126.6$,whitby
1998,11,8.8,3.8,0,69.9,76.4$,whitby
1998,12,8.8,3.1,5,38.7,32.5$,whitby
1999,1,8.4,2.8,4,68.5,60.4$,whitby
1999,2,8.0,1.5,8,31.4,93.5$,whitby
1999,3,10.1,3.7,1,74.1,119.9$,whitby
1999,4,---,---,0,37.6,165.7$,whitby
1999,5,14.5,8.8,0,39.8,187.1$,whitby
1999,6,16.2,10.1,0,62.7,165.8$,whitby
1999,7,20.0,12.9,0,7.8,240.5$,whitby
1999,8,18.6,11.9,0,62.7,173.5$,whitby
1999,9,19.1,11.1,0,53.5,179.8$,whitby
1999,10,13.5,8.1,0,49.6,122.8$,whitby
1999,11,10.5,5.2,0,43.8,49.5$,whitby
1999,12,7.2,1.4,9,37.2,63.0$,whitby
2000,1,8.1,2.9,1,43.5,71.6all,data,from,whitby,whitby
2000,2,9.1,3.1,4,28.8,113.9,whitby
2000,3,10.7,4.0,5,21.5,149.6,whitby
2000,4,11.1,4.4,2,126.2,134.6,whitby
2000,5,14.0,7.2,0,39.0,173.8,whitby
2000,6,17.7,10.3,0,62.2,185.5,whitby
2000,7,16.5,11.1,0,79.5,140.3,whitby
2000,8,20.1,11.9,0,33.6,221.9,whitby
2000,9,17.0,10.7,0,107.7,97.6,whitby
2000,10,13.3,7.0,0,111.9,121.1,whitby
2000,11,---,---,---,---,---,whitby
2000,12,7.4,3.2,9,90.5,54.7,whitby
2001,1,5.9,0.7,11,41.3,84.0,whitby
2001,2,7.4,0.7,12,90.6,100.3,whitby
2001,3,7.8,1.8,8,48.0,127.6,whitby
2001,4,11.0,3.6,3,65.4,141.0,whitby
2001,5,15.1,7.0,0,10.1,272.7,whitby
2001,6,17.0,9.6,0,71.0,210.1,whitby
2001,7,19.7,12.6,0,42.6,174.2,whitby
2001,8,20.0,12.4,0,70.1,180.1,whitby
2001,9,15.9,10.4,0,85.9,107.3,whitby
2001,10,16.2,10.2,0,61.8,139.0,whitby
2001,11,10.9,4.8,1,42.0,56.3,whitby
2001,12,7.3,1.7,9,61.1,62.5,whitby
2002,1,8.2,2.7,8,29.9,58.1,whitby
2002,2,9.6,3.5,1,59.2,91.6,whitby
2002,3,11.1,3.4,2,38.1,131.2,whitby
2002,4,12.4,4.6,3,15.5,214.5,whitby
2002,5,15.0,8.2,0,44.7,201.9,whitby
2002,6,18.9,10.2,0,29.0,225.5,whitby
2002,7,19.5,11.2,0,52.6,208.0,whitby
2002,8,19.8,13.8,0,138.4,147.5,whitby
2002,9,16.9,10.1,0,32.7,133.8,whitby
2002,10,12.6,6.7,1,117.9,85.4,whitby
2002,11,10.2,5.3,1,101.1,66.4,whitby
2002,12,7.3,4.4,3,103.0,29.1,whitby
2003,1,7.6,3.5,4,87.5,48.3,whitby
2003,2,7.2,0.6,12,13.1,120.0,whitby
2003,3,11.3,2.7,8,14.0,185.6,whitby
2003,4,13.0,4.7,1,17.8,197.7,whitby
2003,5,16.6,8.2,0,35.8,220.4,whitby
2003,6,20.2,11.5,0,70.8,251.3,whitby
2003,7,21.3,13.3,0,25.7,205.9,whitby
2003,8,20.2,12.5,0,27.2,225.8,whitby
2003,9,18.8,9.9,0,70.8,183.4,whitby
2003,10,12.3,6.7,1,61.1,121.5,whitby
2003,11,10.6,5.2,3,48.1,81.0,whitby
2003,12,7.7,2.3,8,96.5,63.2,whitby
2004,1,7.5,2.7,4,123.5,44.1,whitby
2004,2,7.9,4.0,4,53.9,74.0,whitby
2004,3,9.6,3.3,3,35.0,111.1,whitby
2004,4,12.4,6.2,1,90.5,116.1,whitby
2004,5,15.2,7.0,0,25.0,227.7,whitby
2004,6,19.1,10.8,0,81.7,226.5,whitby
2004,7,18.8,11.4,0,76.3,192.2,whitby
2004,8,19.4,13.6,0,131.2,171.3,whitby
2004,9,18.2,10.4,0,12.1,185.2,whitby
2004,10,13.5,7.8,0,108.5,109.8,whitby
2004,11,10.3,5.4,2,36.7,52.5,whitby
2004,12,8.4,2.9,5,36.5,75.1,whitby
2005,1,8.9,3.4,3,26.6,65.3,whitby
2005,2,7.3,2.4,3,54.1,62.1,whitby
2005,3,9.4,4.7,1,61.6,56.3,whitby
2005,4,12.1,4.4,2,69.1,173.1,whitby
2005,5,15.2,6.9,0,32.7,262.6,whitby
2005,6,18.9,10.8,0,36.7,206.4,whitby
2005,7,19.5,12.7,0,98.6,193.4,whitby
2005,8,19.8,11.9,0,65.3,206.4,whitby
2005,9,18.4,10.8,0,48.3,169.0,whitby
2005,10,15.4,10.0,0,51.1,77.3,whitby
2005,11,10.0,3.9,4,85.8,99.2,whitby
2005,12,7.6,2.8,5,49.0,58.7,whitby
2006,1,6.8,2.6,5,23.5,43.3,whitby
2006,2,6.9,2.3,4,51.9,54.9,whitby
2006,3,7.4,2.0,11,74.0,88.9,whitby
2006,4,11.8,4.6,2,44.9,210.1,whitby
2006,5,15.0,7.2,0,88.6,220.6,whitby
2006,6,20.1,10.9,0,7.8,233.5,whitby
2006,7,23.4,13.2,0,24.1,299.9,whitby
2006,8,18.8,12.2,0,81.1,147.7,whitby
2006,9,20.3,12.9,0,57.7,177.5,whitby
2006,10,15.9,9.5,0,60.3,105.9,whitby
2006,11,11.0,5.0,0,64.9,106.3,whitby
2006,12,8.5,3.4,5,71.7,81.2,whitby
2007,1,9.6,3.8,1,53.6,85.1,whitby
2007,2,8.8,3.1,7,60.9,71.7,whitby
2007,3,10.0,3.6,1,32.3,132.2,whitby
2007,4,14.5,6.6,0,2.7,174.2,whitby
2007,5,14.8,7.6,0,55.3,178.6,whitby
2007,6,16.3,10.5,0,139.5,130.8,whitby
2007,7,19.3,11.7,0,86.5,195.0,whitby
2007,8,19.7,11.7,0,23.6,223.7,whitby
2007,9,17.4,10.5,0,34.1,167.7,whitby
2007,10,14.4,7.3,0,18.2,132.4,whitby
2007,11,10.7,5.1,1,85.7,73.9,whitby
2007,12,7.5,2.6,6,64.5,45.3,whitby
2008,1,8.8,3.8,2,99.7,59.5,whitby
2008,2,9.4,1.6,10,30.0,133.0,whitby
2008,3,9.3,2.8,3,68.1,151.8,whitby
2008,4,11.1,4.0,4,67.7,155.8,whitby
2008,5,15.1,7.8,1,17.4,226.7,whitby
2008,6,17.8,9.9,0,54.1,216.1,whitby
2008,7,19.9,12.0,0,97.2,197.7,whitby
2008,8,19.8,13.1,0,86.7,136.5,whitby
2008,9,17.2,10.7,0,76.0,127.6,whitby
2008,10,13.2,6.2,2,45.7,134.8,whitby
2008,11,9.3,4.7,4,62.4,58.3,whitby
2008,12,6.7,1.8,7,76.7,50.0,whitby
2009,1,6.0,1.4,8,49.0,65.7,whitby
2009,2,7.4,2.4,11,52.1,52.2,whitby
2009,3,10.9,3.4,4,20.2,193.8,whitby
2009,4,13.2,5.0,0,29.8,158.9,whitby
2009,5,15.8,7.7,0,42.3,240.6,whitby
2009,6,16.8,9.9,0,49.8,191.1,whitby
2009,7,20.7,12.2,0,84.5,231.2,whitby
2009,8,21.1,12.8,0,23.4,213.4,whitby
2009,9,18.0,10.3,0,28.0,155.5,whitby
2009,10,14.1,8.4,0,68.8,87.5,whitby
2009,11,10.7,5.4,0,125.3,81.3,whitby
2009,12,5.8,1.2,11,82.8,60.8,whitby
2010,1,4.3,0.4,13,91.2,33.5,whitby
2010,2,4.7,0.5,11,98.5,50.2,whitby
2010,3,10.0,2.7,9,38.9,146.5,whitby
2010,4,13.1,4.6,1,14.2,169.8,whitby
2010,5,13.9,6.2,3,11.7,243.3,whitby
2010,6,18.2,10.6,0,34.6,223.7,whitby
2010,7,21.4,13.0,0,32.7,163.8,whitby
2010,8,19.6,11.3,0,57.4,183.3,whitby
2010,9,17.7,10.4,0,85.4,144.8,whitby
2010,10,13.3,7.6,0,79.7,92.5,whitby
2010,11,8.4,2.9,6,189.0,67.0,whitby
2010,12,3.4,-2.2,19,105.5,49.5,whitby
2011,1,6.7,1.3,11,47.4,58.7,whitby
2011,2,8.8,3.5,4,54.1,67.6,whitby
2011,3,10.6,2.6,7,4.7,160.6,whitby
2011,4,15.4,6.1,0,17.1,216.5,whitby
2011,5,16.7,7.5,2,29.3,217.4,whitby
2011,6,19.1,9.5,0,53.0,225.4,whitby
2011,7,18.6,11.0,0,66.1,182.6,whitby
2011,8,19.4,11.0,0,133.1,148.9,whitby
2011,9,19.0,10.6,0,25.4,178.3,whitby
2011,10,15.6,8.5,0,52.6,121.0,whitby
2011,11,12.1,7.0,0,29.3,76.1,whitby
2011,12,7.9,2.7,4,49.2,63.8,whitby
2012,1,7.9,2.2,6,32.3,85.2,whitby
2012,2,8.3,2.0,11,16.0,93.2,whitby
2012,3,13.1,4.0,1,22.3,203.2,whitby
2012,4,10.2,3.9,2,135.6,127.4,whitby
2012,5,13.2,6.3,1,55.6,178.0,whitby
2012,6,16.5,9.5,0,97.0,137.1,whitby
2012,7,18.9,11.4,0,72.0,176.0,whitby
2012,8,20.4,11.9,0,61.5,169.6,whitby
2012,9,17.5,9.1,0,82.8,175.9,whitby
2012,10,12.4,5.4,1,61.4,132.4,whitby
2012,11,9.6,3.6,1,137.2,71.5,whitby
2012,12,7.2,1.8,9,109.2,53.2,whitby
2013,1,6.0,1.2,12,81.4,53.9,whitby
2013,2,5.8,0.5,10,25.2,69.2,whitby
2013,3,4.7,0.7,8,46.4,67.3,whitby
2013,4,11.2,4.1,0,7.4,192.7,whitby
2013,5,14.5,5.9,0,97.4,209.6,whitby
2013,6,17.2,8.6,0,43.9,208.8,whitby
2013,7,22.4,12.6,0,21.0,252.7,whitby
2013,8,21.7,12.2,0,35.1,215.4,whitby
2013,9,17.3,9.7,0,43.5,149.4,whitby
2013,10,15.4,9.4,0,61.3,107.3,whitby
2013,11,9.1,3.2,4,31.0,78.2,whitby
2013,12,9.1,2.8,2,52.8,67.9,whitby
2014,1,7.7,2.6,5,112.7,56.9,whitby
2014,2,8.9,3.1,2,88.5,113.6,whitby
2014,3,11.4,3.4,6,31.7,147.9,whitby
2014,4,13.0,6.0,2,40.3,143.5,whitby
2014,5,15.8,8.1,1,100.1,192.5,whitby
2014,6,17.9,10.9,0,39.6,183.4,whitby
2014,7,20.8,12.2,0,40.7,228.2,whitby
2014,8,19.0,10.8,0,94.1,239.7,whitby
2014,9,17.1,10.4,0,21.5,106.7,whitby
2014,10,15.3,8.8,0,62.8,122.8,whitby
2014,11,11.1,5.8,1,67.6,56.3,whitby
2014,12,7.9,2.2,9,35.1,84.7,whitby
2015,1,7.2,1.6,10,35.6,86.2,whitby
2015,2,7.5,1.7,6,23.2,99.2,whitby
2015,3,9.9,3.0,3,16.1,128.0,whitby
2015,4,12.8,3.9,1,12.9,234.4,whitby
2015,5,15.0,6.6,0,60.2,241.5,whitby
2015,6,18.1,8.4,0,30.2,241.5,whitby
2015,7,19.5,11.2,0,62.3,221.1,whitby
2015,8,20.4,11.8,0,53.9,220.2,whitby
2015,9,16.0,8.5,0,52.7,154.7,whitby
2015,10,14.1,7.5,0,49.8,96.0,whitby
2015,11,11.9,5.8,1,92.0,64.1,whitby
2015,12,11.8,5.5,0,79.5,40.8,whitby
2016,1,7.9,2.9,3,166.6,38.1,whitby
2016,2,7.8,1.5,7,41.6,117.0,whitby
2016,3,9.3,2.6,3,90.1,110.3,whitby
2016,4,10.8,3.7,1,63.8,171.3,whitby
2016,5,14.3,7.0,0,41.9,171.0,whitby
2016,6,16.3,9.8,0,63.5,141.1,whitby
2016,7,21.2,12.8,0,31.3,216.0,whitby
2016,8,20.5,12.6,0,66.4,232.0,whitby
2016,9,19.4,12.1,0,25.2,134.3,whitby
2016,10,13.6,8.5,0,35.7,114.2,whitby
2016,11,8.7,3.1,5,82.7,71.7,whitby
2016,12,9.3,3.8,3,27.7,58.3,whitby
2017,1,6.9,2.0,8,30.3,65.8,whitby
2017,2,8.9,3.7,2,34.7,73.2,whitby
2017,3,12.1,4.6,3,28.8,151.2,whitby
2017,4,13.2,5.1,0,21.3,204.8,whitby
2017,5,16.6,8.9,0,29.2,213.0,whitby
2017,6,19.8,11.5,0,135.3,201.6,whitby
2017,7,19.8,11.8,0,61.6,208.9,whitby
2017,8,20.0,11.5,0,55.6,200.1,whitby
2017,9,17.2*,10.4,0,79.9,137.5,whitby
2017,10,15.6*,9.7,0,43.2,110.6,whitby
2017,11,9.7*,4.0,2,74.3,85.4,whitby
2017,12,7.8,2.4,8,36.9,68.7,whitby
2018,1,7.1,2.5,4,49.6,67.4,whitby
2018,2,5.4,0.8,10,48.4,75.1,whitby
2018,3,7.4,1.5,9,110.8,90.1,whitby
2018,4,13.4,5.8,0,77.1,153.7,whitby
2018,5,17.0,7.8,0,30.1,249.2,whitby
2018,6,18.0,10.3,0,9.9,219.1,whitby
2018,7,22.3,13.3,0,34.1,235.1,whitby
2018,8,21.2,12.3,0,20.8,184.6,whitby
2018,9,18.1,9.6,0,49.8,178.0,whitby
2018,10,14.8,7.3,0,57.9,136.8,whitby
2018,11,10.9,6.2,1,74.7,82.3,whitby
2018,12,8.7,3.5,5,55.6,62.1,whitby
2019,1,7.2,2.1,10,34.5,69.1,whitby
2019,2,11.2,3.2,4,29.0,130.2,whitby
2019,3,12.2,4.2,0,53.4,177.1,whitby
2019,4,12.0,4.2,2,19.5,211.6,whitby
2019,5,14.7,6.9,0,25.7,213.7,whitby
2019,6,18.0,10.2,0,97.3,179.6,whitby
2019,7,21.8,13.4,0,38.8,215.6,whitby
2019,8,21.6,13.1,0,35.9,207.1,whitby
2019,9,18.2,10.1,0,78.9,182.8,whitby
2019,10,12.4,6.5,0,116.5,87.8,whitby
2019,11,8.9,4.7,4,95.8,44.8,whitby
2019,12,8.2,3.2,2,50.6,64.0,whitby
2020,1,9.4,3.5,1,27.0,89.8,whitby
2020,2,9.0,2.8,4,99.4,110.2,whitby
2020,3,10.4,2.5,5,14.3,172.4,whitby
2020,4,13.9,4.9,1,4.4,224.1,whitby
2020,5,17.3,6.9,2,9.6,293.1,whitby
2020,6,17.8,10.3,0,102.2,178.8,whitby
2020,7,19.4,11.4,0,41.7,174.2,whitby
2020,8,19.5,12.8,0,131.5,153.6,whitby
2020,9,17.8,9.6,0,72.6,155.8,whitby
2020,10,13.3,7.4,0,87.8,78.7,whitby
2020,11,11.6,5.6,1,34.3,76.2,whitby
2020,12,7.8,2.8,4,123.8,47.8,whitby
2021,1,5.9,0.8,10,152.2,58.5,whitby
2021,2,8.0,2.1,10,73.6,83.7,whitby
2021,3,11.2,4.4,2,22.2,126.9,whitby
2021,4,10.2,1.1,14,11.0,250.3,whitby
2021,5,13.6,5.4,2,71.1,214.4,whitby
2021,6,19.4,10.8,0,37.9,228.4,whitby
2021,7,20.6,13.2,0,67.2,213.9,whitby
2021,8,19.2,12.8,0,44.8,144.0,whitby
2021,9,19.9,12.2,0,43.1,153.2,whitby
2021,10,15.2,8.7,0,106.5,112.6,whitby
2021,11,11.0,5.5,0,66.1,80.4,whitby
2021,12,8.2,3.4,2,48.6,41.2,whitby
2022,1,8.3,2.2,8,13.0,115.0,whitby
2022,2,10.1,3.3,1,61.3,125.3,whitby
2022,3,11.4,3.8,1,42.7,185.0,whitby
2022,4,12.4,4.7,3,24.4,183.5,whitby
2022,5,16.9,8.7,0,40.2,192.5,whitby
2022,6,20.1,10.6,0,19.4,244.3,whitby
2022,7,22.8,13.7,0,43.5,190.2,whitby
2022,8,22.2,12.6,0,15.7,248.1,whitby
2022,9,17.9,10.8,0,69.4,137.0,whitby
2022,10,15.9,9.0,0,55.1,141.8,whitby
2022,11,11.2,6.1,1,97.0,65.8,whitby
2022,12,6.7,1.2,12,90.6,51.6,whitby
2023,1,8.0,2.9,7,30.1,84.2,,whitby
2023,2,10.4,4.7,0,17.4,91.2,,whitby
2023,3,10.3,3.5,5,51.9,111.5,,whitby
2023,4,11.4,4.7,2,73.9,155.8,,whitby
2023,5,16.1,8.1,0,16.6,176.9,,whitby
2023,6,19.9,10.5,0,47.0,224.2,,whitby
2023,7,20.6,12.4,0,120.1,199.0,,whitby
2023,8,20.1,12.3,0,97.0,165.0,,whitby
2023,9,19.9,12.1,0,51.5,160.6*,,whitby
2023,10,14.5,8.2,0,109.3,67.6,,whitby
2023,11,10.1,5.0,0,93.7,49.2,,whitby
2023,12,9.1,3.9,4,99.9,40.2,,whitby
2024,1,7.0,2.9,6,81.8,53.5,,whitby
2024,2,10.5,4.4,3,67.4,75.6,,whitby